Drug	Protein
47953	P10635
656936	Q92731
4763	P05177
445154	P23219
38945	Q14524
439153	P30838
3033621	Q8N1C3
10607	P08684
71768094	P11509
6857599	P15559
6323452	P23141
3290	Q8TCU5
2206	P35354
1051	P00505
24836813	P54760
46937100	Q9P289
3168	P35348
54746	P14416
25102847	P11712
448042	P17612
6918523	P20815
6112	P16435
3226	Q09470
34040	P10635
25113127	P00734
53232	P20701
4488	P23219
68791	P23921
4908	P04798
5717	P11712
3715	P11712
7405	P04745
9860102	P11217
24759	O14594
5426	P05181
446578	P11226
46936357	Q9UNI1
208898	O00305
60753	Q13936
5310985	P05177
6262	P00480
4585	P08172
4116	P48169
216326	P35354
6918305	P47869
5287728	Q16539
6083	Q9NUB1
667466	P11229
24836815	O95749
3393	P31644
5206	P11509
21066379	P24941
4943	P22309
4636	P25100
14123494	P02585
8275	P42262
158397	P42262
68740	O95749
529	P13929
9926933	P24941
5957	Q07912
1727	Q92953
54746	P34969
4064	O14764
2765355	P11309
2088	P38606
2368	P08588
7638	P14679
77999	O60488
193512	P00918
3114	Q14524
5353305	P07477
3562	O14649
60854	P28566
2995	P11509
9933193	P11229
4737	Q13002
3333	P54289
3672	P11712
4592	P06493
3295	P43166
37632	A8MPY1
5289507	P22303
448013	P68366
2200	P35367
60854	P28335
42615254	P00734
4436	P08913
4873	Q9UP95
3032285	P11712
10026	P16066
3690	P08684
6858240	P10644
65016	P10632
5326514	P07477
10976469	O14965
3011155	P27707
3151	P10632
9912519	P00918
4478249	Q8IWL2
4474	P33261
2726	P35367
2375	P10275
5002	P14416
5287955	Q71U36
5326886	P11217
71768094	P34969
9547959	P18031
60854	P46098
3715	P37231
11840911	P51955
169682	P00918
71070	P06732
6917698	P10635
6918296	P20815
62436	P14416
4495	P02788
5591	P05121
11963557	O14965
6834	P10632
60961	P29274
449123	Q13231
4369359	P10632
9429	P14416
46937108	P39900
5591	O60488
123631	P00533
9651	P07510
10976469	P50613
24856363	Q16539
5193	P11712
4748	P10635
5734	O95180
60854	P08684
5360696	P14598
3038	P22748
702	P23415
941651	P28223
68723	P23219
5287844	P49841
643975	Q9UKU7
168213	P10635
4449	P35368
131704260	P23919
3034034	P11712
529	P09104
1530	Q15596
766948	P53779
4235	P21397
7532	P04179
62751	O60391
57525501	Q08257
656952	Q92731
11120251	P53582
4116	O14764
11167602	P29317
17975425	Q16651
91443	P42898
2520	P24462
896	P04798
15906	P08263
46937089	P42574
5282226	P43088
2170	P08908
3369	P47870
4908	P16083
60490	P05177
2726	P19652
2146	P15121
2520	Q9P0X4
24748050	P56817
3059	P35354
5281071	P35367
1949	P48449
2164	P36544
5904	Q8TCC7
6446	P04150
445062	P11926
4095	P10632
6473	Q16445
3677	P08588
2441	P05181
221493	P14854
5494425	O43293
1060	P30613
4943	P11509
3016	P10632
2520	O43497
2519	Q13315
70678590	P22033
446556	Q99808
6305	Q9UGM6
5862	P32929
145742	Q53H96
451668	P26358
3033621	Q99928
11395145	Q07869
4474	P08684
449035	P47989
643976	O75676
42647297	Q16539
447721	Q16539
477468	P21964
5105	P25021
5391	P18505
4055	P47989
5833	P18405
3899	P11712
5734	P21397
3572	P50897
6323235	P29474
8223	P08684
4032	Q15822
54695768	P11309
3000322	P08173
6196	P46059
5462328	P41143
123619	P10635
60961	P30542
3016416	O14957
6852128	P00918
8275	O14764
5288602	Q9UNI1
439456	Q99418
5391	O14764
5073	P08908
25011728	P54760
21867154	P08172
4205	P08913
8275	P34903
2170	Q01959
24764430	P54577
5281077	P34903
2719	P08684
2725	P24462
750	Q6IB77
1792	P00734
969472	P78334
4946	P04798
938	P40261
667484	P31644
2809	Q99928
6918026	P30874
24812717	P35968
449242	P01857
493570	P21397
3055	P08172
5656	P08684
445245	P11217
44257	P00439
448642	P17612
4158	Q01959
750	P34897
1478	P11217
3033	P16662
441243	P24462
9871419	P08684
4097	P25021
54680692	P08684
11967905	P99999
18068	P16442
9838022	P31645
25113614	P07477
5289442	P18031
2585	P10635
33741	P31645
68911	P08684
5284627	Q8N1C3
1110	Q9BZW2
9875401	P20815
210332	Q96GD4
3715	Q04760
64139	P08684
4634	P08172
5865	P08684
5578	P08684
3002190	P08684
4927	P08912
6009	P33261
3562	P28472
5002	P18089
449593	P13716
8150	P14625
4991	P22303
2764	P05177
5280453	Q07973
444394	P01857
16220172	P13569
1775	P10632
3033818	P46098
440141	P12724
6830	P10114
42113	P78334
5284549	P00915
6228	P00797
2585	Q12809
5962	P52569
72287	P28335
5601	P31040
750	Q969I3
123606	P08684
3333	Q01064
121892	P22310
46937115	Q8TF76
5280427	Q9H244
5287465	P12931
448295	P16442
6804	Q16774
9838022	P11712
5284513	P13631
2564	P20813
5472	P04798
17754131	P07602
9844011	O14757
67678	Q07837
4616	P47870
9823820	P22607
11167602	P21802
2441	P48169
668	P05062
4173	P10632
2315	P55017
439153	P29803
9868037	P10721
38853	P08913
564	P00750
439153	O95139
89594	Q05901
750	Q9Y345
853608	Q92793
4205	P10632
45480632	P01834
5287971	Q9UKL6
2519	Q01064
2812	P05177
20843156	P00797
439213	P14780
10917	P05164
311	P15086
153994	P11712
37632	P47869
440114	P01857
4178	P05181
5288222	P24941
5960	Q9UJS0
727	P48167
16231	P51170
82315	P35228
439153	P28845
3393	Q99928
4943	P28472
9294	P23975
4064	Q16445
8969	P28222
122173811	P41439
1549098	P32119
2118	O14764
1676	P27815
11987846	Q92731
4926	P11712
11963944	P00167
5405	P08684
644073	P20815
3035817	P08581
73896915	P11473
2153	P04798
764	P30793
3062316	Q16678
3478	P11712
5735	P30536
657087	P05089
44195571	P08238
64689	Q6UWM7
46936479	Q7Z2Z2
4914	P06276
5073	P35368
2802	P31644
5311	Q9BY41
2761815	P01857
15942672	P00519
15602983	P61925
253602	P62750
40326	P35498
5206	Q9UN88
33746	P78334
17754130	Q9UNN8
5584	P10635
4162	P18507
439153	P14060
2764	P11388
61635	P21281
119607	O60656
39186	P10632
216239	P17948
4499	P54289
5310966	P43681
4499	Q13698
28864	P18825
5426	P19652
25113171	P45983
11167602	P35916
8977	P63000
23724781	P20309
20299	P08172
3394	P23219
5362436	P10635
2481	O00591
8617	P61769
2351	O00555
446876	P04054
4594	P04798
11953931	P08183
5276854	P08913
25030387	P41145
39042	Q03181
4058	P20309
42113	Q16445
24826799	P10632
6274	P19113
9809715	P12931
4499	Q13936
447466	P05091
5957	P25098
11633167	P56817
1738118	P54802
9543420	P08254
25243828	O00519
5164	Q16539
70678542	P20061
3157	P33261
4594	P05108
305	P49585
2444	P35367
2800	P05108
440995	Q7Z4J2
6834	P11712
3034285	P31930
2118	Q9UN88
5359476	O14920
2733526	P24462
4116	P05181
449157	P15121
16115004	P28482
4594	P20648
71329	Q12809
969472	P14867
702	Q9Y698
2165	P50135
6323289	P08684
5533	P10635
6327350	P00751
20824	P47712
3696	P11229
2405	P10635
154101	Q01959
667639	P06576
24971312	P24941
46936176	P08684
657095	P16152
5960	P00966
2160	P35372
96	P16930
449087	P20248
750	Q14957
5957	P08183
4943	O60656
71371	P10827
5826	P23975
69020	P22894
11167602	P10721
11434515	P11229
26934	P21397
3019	Q12791
2157	P08588
5288573	P07737
4748	P20813
3562	Q99928
2910	P00915
6093202	Q96T66
5950	P43007
4499	P24462
46936613	P13639
2812	P11712
3226	P47870
6049	Q15166
16040279	P27487
21302490	P28223
108156	P17900
449088	P24941
2811	P18507
702	P42261
446143	P24347
60815	P35372
5754	P19099
5988	Q9Y3I0
54841	Q05586
446300	P06239
54677470	P52209
445393	P00918
2369	P10635
5584	P08172
2765	P18089
4369379	Q16539
5289514	Q16539
159296	P10153
3518	P23975
667468	P28223
3121	Q99250
3198	P08684
121892	P56696
4737	Q99928
25419	P35354
5556	P14867
2727	P11712
71158	P28472
5326914	P20701
9861547	P78536
92974	P20711
5282181	O15528
60854	P05177
16741116	Q9Y6L7
985	O43617
4463	P05177
4543	P35348
448249	P08473
148192	P08684
5494425	O60674
6918365	P33261
44462678	Q02880
2160	P33261
13342	Q9UJT0
5284373	P20815
6006	P04818
462919	P00918
447966	P36897
3339	O43923
446220	P24462
667468	P23975
2481	Q8N1C3
24066	P24462
47811	P21917
444655	Q9Y5Y6
5959	P10632
8249	Q13131
5289085	O14949
60815	P41143
6917698	P11712
6005	P08908
6918365	P11712
62751	Q14957
448108	P07998
4564	P20248
9963148	Q9UNQ0
71360	P35367
4674	P14324
5288651	P19021
68791	P31350
9871074	Q16539
5284371	P20815
77999	P10635
3345	P08684
68867	Q13639
11005	P41235
54670067	Q32P28
5388936	P61927
3121	P33261
5035	P03372
4100	P08684
6915744	P08684
3001055	P25021
1682	P60174
44462678	P23677
5360515	P41145
5287621	Q02127
5212	P11712
305	Q9Y5K3
5413034	P21964
2481	P28472
2160	P10632
6852154	P03372
16681432	P30559
4585	P14416
24866443	P28845
3696	P25100
3776	Q13231
2160	P25021
5206	P28472
25271577	P00734
4116	P08684
47953	P14416
5002	P18825
3034034	P14770
62959	P11388
37792	P62330
21307	P31040
2170	P18507
208951	P14416
6992140	Q9NYK1
2441	P78334
5353370	P14555
667466	P28223
45270264	P53779
5284570	P11712
2315	P00915
2520	P54284
2162	Q13936
31721	P08913
11658860	P10635
4189	P29474
5950	Q16719
4908	P10635
5358	P30939
5826	P35348
4659569	P21964
54454	P20813
444837	Q16613
4633	Q9Y5Y9
10836	Q01959
46937081	P43235
5591	P11511
8223	P08908
636403	P28845
25229546	Q13946
9837656	P62942
10101	Q14957
5405	P11229
2662	P10635
2351	O95180
2165	P04798
11493841	P43405
2726	P08684
5311309	O60656
5533	P35348
5591	P33261
3331	Q8TCU5
82313	P01857
456390	P08253
10240	P28335
4474	P25100
15942652	P24941
10086234	P43235
449245	P01857
2796	Q07869
92727	P33261
5095	P08908
5426	P19838
157920	P51788
5326871	Q16539
44462760	Q8NG66
4485	P05181
4634038	P00734
656583	P26439
1986	P22748
5482	P05177
447030	P29475
5950	P24298
24894130	O14965
2519	Q13370
31640	Q99928
9863447	P10827
6083	P16220
77993	P08908
6082	P35368
16122632	P17612
1046	P47989
445643	P20815
6082	P25100
3369	Q99928
108092	P08684
57525501	Q13423
9998128	P36897
439750	P00403
174174	P20309
4679	P20648
4099	P48169
2266	P51857
5734	P07451
5757	P08684
8617	P01892
448660	P18031
5733	P08684
60823	P20815
6503	P17707
9821217	P25103
216235	P11712
3034034	P24462
439153	O43175
54477	P28223
2160	P10635
5095	P08913
131704246	P07477
888	P05023
6102686	P50579
5381	P13631
33032	P49915
5002	P08684
33032	Q8N159
2811	Q99928
29327	P05181
60919	P50052
5287969	P50613
8969	P28221
5327012	P00491
4754	P04798
208898	P08588
5311181	P43119
23654841	P37231
170018	P05089
6433106	Q8TCU5
9677	P27338
2267	P05177
1110	O15460
46937095	Q13093
447956	P24941
3964	P35368
17749728	P08581
42647299	Q16539
3373	P47870
75243795	P00734
5362422	P22894
5287540	Q13370
38103	P08684
77992	P28221
5287673	Q13231
3151	P35462
3121	Q07699
54676038	P15559
439153	O00483
2162	P20815
89594	Q15825
5284627	P47869
5276854	P41595
5735	P23219
123982	P09960
152306	P06744
9809715	P11362
31721	P27338
4162	Q16445
10113978	P17948
5405	P35367
5362391	P24557
11522441	P10275
2712	P78334
5572	P08173
5210	P08684
5312804	Q15067
3333	P08235
4470566	P19438
6857599	Q16678
2374	O14983
46937138	P04211
6857599	P04798
2818	P08913
5002	P35348
6323490	P05177
5329102	P16234
2800	P11509
9812534	P05181
5287955	Q9BQE3
6918456	P08684
3559	P24462
1110	Q32P28
23897	P11229
11519070	P08912
5833	P04278
6451164	P08684
119607	P33261
5284603	P20815
5311309	P20815
5289510	Q8WX39
131664	P47869
501640	P04062
6102594	P07477
5556	P11712
44462678	Q96QT4
3488	O95477
3001028	P03372
68841	P05451
2726	P34969
4474	Q01668
445354	Q92781
9991833	P24941
2812	P11511
6420152	Q96GR2
33032	O94925
60606	P20813
119031	P14780
2351	P63316
4891	Q9HB55
3537	Q86XF0
15978579	P30519
1504717	P16083
41781	P23219
25155578	P48147
2083	P08588
2576	P33261
2585	P16581
1727	Q96PR1
3052776	P05177
2733526	P11509
156391	P11712
33613	P33261
4756	P35498
16739331	P27487
5482	P05181
16129704	P05164
2771	P35348
9614919	P14416
9933197	Q9UNA0
443408	P41145
4746	P20813
64143	P20813
4909	P43681
5253	Q12809
9547900	P37231
5288371	P49366
441278	P35372
6540289	Q9UQF2
46937071	P10275
121891	P16662
5291	P16234
7028	P23975
5426	P01375
5330812	Q16566
31703	P47989
11954293	P28223
4171	P07550
3446	P30542
148189	Q96AE4
261004	P27361
3696	P08173
5289320	P07477
38904	P09488
446757	P05187
9060	P14920
444390	P14210
3007	P25100
4099	Q9UN88
5280346	P00156
54690031	P11712
3763	P05181
4205	P18825
1051	P11216
4436	P35348
6918558	P08684
3380	P11509
46937103	P49356
5002	P34969
89594	P08684
3532	P30531
807	P03915
24779675	P68400
5862	Q9Y697
2513	P29474
3052778	Q13639
5327103	P07900
108150	P10635
5281071	P29034
448013	P07437
667468	P25021
5362440	P08684
5359476	P24752
446980	P06276
1738118	O60512
8179	P22303
896	P49286
4395717	O95749
4585	P41595
115224	Q494W8
2182	P05177
5002	P21728
439456	Q14643
17753791	P49773
60854	P08172
77993	P34969
3690	P11712
131704300	P00734
5311304	P35372
25011733	P00734
446845	Q9UDW1
5288066	P00734
4139	P22303
2471	P55011
941651	P14416
60490	O60656
3033538	P25100
446845	P08574
13195	P00918
153994	Q13936
4497	Q13936
5391	P30536
3002190	P10635
6287	P54687
5556	P30536
3608	P33261
10221335	P35228
2726	P62158
3647	P05023
26757	P20813
3033825	Q14654
6450546	P35503
31640	P31644
71567	P06850
5283731	O15528
6323481	Q16760
2160	P08684
3763	O14764
4943	P18507
727	P18505
5289469	P08473
1978	P07550
5280335	P15151
5276854	P35348
5362436	Q13639
5656	P10635
4485	Q09470
9294	P22303
2351	P62158
171284	P61626
347402	P00325
190	P78362
6438895	P27707
1983	P05177
4914	Q9Y5Y9
44422489	P06239
448006	P23219
439153	P47989
5401	P35348
3261	P08684
208951	P08908
1727	Q14003
447359	P00742
6834	P05181
444727	P20645
2118	P31644
50515	P11388
131704298	P04792
37720	P05230
49866474	P17612
3062316	P06239
5206	P20813
8977	P10114
11840981	P28072
3404	P05181
5584	P13945
154059	P08172
54671203	Q9UM07
4189	P11712
4506	P14867
124886	O60760
57525501	P04035
5743	P20813
4845	P07550
4058	P08912
3385	P04818
2583	P07550
5311309	P24462
2350	P35367
44629555	P24941
54670067	Q96KS0
46937031	P35228
221493	P24311
8977	P13639
54385	O95665
4923	P05181
5743	Q9HB55
4893	P08913
656965	Q08499
124886	P30711
42113	P42261
23653500	P15086
447278	P49354
60663	Q13936
171548	P50747
33032	Q9ULK0
5287855	P48736
4932	Q14524
681	Q01959
6057	P17735
24798721	P27487
449118	P30084
9864881	Q03181
5311068	P08913
15433	Q02127
1051	Q16719
130804	P47985
158385	P31350
5070	Q9UPY5
60953	P23141
3487	P18507
681	P21728
2170	P23975
49855250	Q9UBN7
3182	P27815
5502	Q14432
151171	P08684
54726191	P22309
16004692	P25101
2733	P05181
2187	P08684
5212	O76074
9871074	P01584
6436219	Q969V6
5881	Q05586
60795	P28335
123920	P11086
9809715	P36888
444148	P60953
1054	P04798
656986	P22303
2564	P10632
64689	O14594
33741	P08684
2519	P27815
124886	P78417
3958	P14867
45273683	P24941
67532	P19235
445481	P00742
76098	O14757
70788951	O14920
66265	P11712
6839	P33261
2160	P28221
448013	Q13748
60795	P35367
439750	P0CG48
5311181	Q08499
1893	P35228
12374	P04054
5280805	P10635
46937132	P07900
22297	Q05940
5359271	P16435
3034034	P08684
3152	P10635
21867154	P11229
76008	P02144
588963	O15145
1628	P18031
152946	P11388
5284596	P35372
5035	P10632
11572962	P27487
44629554	P24941
5215	P05181
119373	P08183
643975	Q92947
1609	P00746
6253	P32320
11149906	P37231
3151	P10635
33746	P14867
6029	P62312
1993	P20309
3397	P08684
6037	Q92820
7405	P0CG04
4914	Q9H2S1
11954293	P28222
3520	P07998
220010	P62837
4771	P23975
6915744	P08183
9458	P19838
111509	P62942
44462678	P55072
4189	Q9NPA1
451597	P61927
5029	P20648
439456	P35241
702	Q13936
10062713	P43235
6646	P08173
5556	P24462
448123	P00734
6262	P50440
4058	P35372
3562	Q9NPC2
71364	P15144
60795	P21918
9651	P17787
9433	P08684
445154	P05177
5289419	P24941
198746	P08908
54726191	Q9HB55
30487	P23975
72886	P07711
9547943	P25774
10286462	Q92731
9838022	P23975
2099	P05177
124886	Q9NS18
1176	P00918
446245	Q86XF0
17753999	Q04760
65309	Q9Y3R4
5360696	P11712
108092	P08183
16070039	P06737
3034285	P47985
5327122	O14757
71158	O14764
5288139	P35030
5359476	P35354
26934	P05177
5287979	Q9BY41
1983	P11245
11995761	P56817
4768	P08913
28864	P41595
2082	P08684
65355	P15531
5362259	P11388
26721	P41145
5568	P21728
33032	Q16099
10250490	P00742
6420120	P34913
24759	P10915
2733526	P05181
208902	P08684
30819	P08631
47938	P35228
2481	Q13002
5287969	P49336
15391	P07478
445460	P13631
448171	P12931
444389	P14210
28417	P13500
10157080	P35228
4543	P35367
5576	O43497
128882	P07998
9547884	P24941
5481350	P27144
5311325	P63096
5472	P33261
16078	P11712
60877	P27707
6918155	P08684
71616	P33261
1050	O00764
3121	P19224
5509	P35354
446876	P17900
27934	Q16539
11610553	Q9Y233
5816	P35368
447329	P60568
5289460	Q9UNI1
9811704	P10253
17414308	Q8N1Q1
1110	Q99643
5709	P18089
3958	P18507
6857599	P00441
168120	P49773
5361	P21817
3117	P05181
5362436	P11712
2995	P08173
5326843	Q00535
46882177	P28482
6262	O95190
5734	P43166
2170	Q8N1C3
2811	P31644
5983	P22303
4114	P11509
15942655	P13726
5152	P10632
82313	P04062
2782689	Q07817
6918653	P50579
216239	P09619
56959087	P33261
126941	P31939
3823	P10275
8271	P43681
37464	P28222
5429	P05181
47936	Q08462
1548992	P25021
5459373	P11309
449241	Q8TF76
165339	Q9BWD1
4507	O95180
439153	Q9UI09
6323497	Q9HB55
11138	P69905
55283	P05181
9854073	P10632
123606	P21397
24083	Q08289
115237	P21728
3950	P08684
445237	P19961
131704242	P07477
6031	P46976
2818	P08912
47811	P28221
702	P48169
11349402	P11086
2966	P04798
447027	P14927
33032	P48507
10518	P48169
25137844	Q01740
3958	Q16445
11987804	P42330
11428356	P10275
46937065	P00734
441300	P28332
36462	P20815
439153	P30043
3372	P21728
443879	P33261
176870	P04798
2170	O14764
6505803	P07900
3698	Q07343
9823820	P10721
802	Q16773
4543	P11712
3055	P20309
3100	P23219
91443	P34896
2315	P51580
4011	P35367
439153	P03905
445555	P09467
11561674	Q07343
33624	P33261
4913	P26358
55245	P10635
6274	P42357
54676038	Q9BQB6
2481	P36544
7057884	P19634
657098	P62993
24941253	Q16539
4737	Q05586
2170	P08912
447872	P53779
131704256	P29475
33032	Q6YP21
447950	P15121
4474	P20309
5819	P10828
9547919	P18031
82313	P12821
10224181	P45452
72287	P20309
3696	P21918
6009	P05177
46937086	Q9UBT6
4058	Q12879
12606920	P11086
657308	P11229
9677	P11511
2244	P10632
33032	Q13003
54677470	P08684
8223	P28221
6057	P54577
4585	P08173
3883	P10635
4946	P08684
4754	P33261
2726	P21728
5095	P18089
10101	P20813
2761	P14416
969472	P23219
3404	P10635
6505803	P08238
174174	P11229
4943	Q99928
3869	P35368
6503	P07585
449124	Q13231
65937	P08684
14985	P00441
9433	P30542
6464	Q13002
6916249	P41143
3957	P08684
24871491	P06213
4890	P08684
11450633	P27487
60838	P22309
11597698	Q01959
3487	P05108
439155	O60678
5326885	P11217
941361	P62158
6451164	P20813
31304	P14867
5865	P33261
38904	P00441
4909	P11712
65098	P00480
149096	P11388
3562	Q16445
1110	P55809
3671	P27815
6914625	P00797
9882972	P10275
6992140	O60603
4192	Q9UN88
5560	P00915
5280793	P11473
448894	P30085
2712	P47869
23724530	P08684
4184	P35462
11495704	P27487
3821	P41143
439284	P11217
4999	P33261
3386	P33261
149351	P43116
3608	P05177
6597	Q15118
4507	Q13698
3261	Q16445
5289310	P27338
33032	P00505
23646577	P49354
440473	P14679
10133	Q96RI1
8977	P62491
4585	Q8N1C3
4099	P43681
60825	Q8TCD5
2481	P48169
444569	P00797
9270	P03372
4636	P35348
3639	P22748
60700	P11387
44129603	P20248
3016	P20815
232446	P62508
447340	P00813
24759	Q86UW8
151170	Q08499
3100	P10635
46936702	P07998
5816	P35348
4543	P08912
9865528	P06276
447027	P16442
2266	P31213
5362440	P20815
447682	P68400
28864	P18089
5538	P51843
445723	P11217
25021186	P29475
20279	P00491
5405	P11712
28864	P08684
644241	P10635
5957	Q16671
5391	P48169
154575	Q08499
24764436	O60760
1727	P17658
985	P10632
4236	P35368
8280	P11712
444655	P68400
446611	P17538
3182	P30542
9543486	P00734
28204	P10275
305	P22303
647	P14324
1051	Q99259
3121	P11509
60823	P11712
4449	P23975
2818	P35462
5833	P10275
33032	Q9H1K4
16224058	P19784
4917	P10635
6305	P23381
447569	Q00266
3016416	P08574
10341154	P01584
7028	P60568
2162	P20813
213046	P34969
448285	P50579
25011732	P00734
23727982	P20248
3033621	P28476
2519	Q14643
4737	P47870
2907	P33261
5284549	P00918
5391	Q16445
2170	P31644
44257	P35354
5280343	P08631
145068	P05091
5391	Q99928
5576	P11712
12560	P08684
6076	Q9UL51
23647659	P24941
54675783	P09917
53232	P04035
156422	Q16539
941361	P04798
36462	P05177
5790	P04818
5326843	Q15078
4192	Q16445
3696	P08908
681	P21918
3562	P23415
441401	P27338
446871	P18031
42113	P48169
441074	P10635
5282381	P43115
5326813	P32754
2756	P31513
52942975	P00734
5995	P22309
2608	P24941
92109	Q6P093
123895	P29475
11154555	P10635
25113126	P00734
6323540	P00492
122335	P69905
10280735	P00742
91443	P11586
122077	P32238
2818	P11229
5326713	Q96RI1
5732	P24462
62296	P35372
11373270	P08238
121892	P35503
2159	P34969
53461739	O00180
2378	P11511
1694	P68400
145742	P13674
3033621	O14764
5284596	P41145
688267	P12821
62751	Q8TCU5
447736	P00749
198752	P22303
2218	P62158
24864082	P24941
11492186	O60674
3758	O60658
447336	P15309
447315	P21283
941651	P10635
3064778	P61925
750	O75600
4064	P47870
60149	P35348
54746	P28335
11658860	P08684
92105	P68133
11954293	P18089
4168	P15538
5280346	P22695
46937119	P06239
9549258	P00742
3241	P35367
3003157	P14867
44093	P14780
387447	P10635
60663	Q01668
5280953	P21397
5593	P20309
4011	P08172
193962	P33261
5351166	P05177
439153	P00338
208902	P33261
107758	Q9H4M7
4369496	P12931
54841	Q13224
208898	P35368
2157	P08684
5344	P11712
4199	P10635
3446	Q8TCU5
8969	Q14654
2170	P28223
2474	P10635
171548	Q9HCC0
6857599	P05177
2520	Q01668
148124	P10636
657004	P42262
46937056	P00734
448749	P07477
2809	O00591
3157	P35348
2244	P51812
3767	P10635
92727	P11712
4592	Q00535
16130957	P30968
121892	P11509
11229234	P11509
443115	Q03013
446056	P15085
2754	Q14432
11005	P01308
6918837	P10635
31721	Q01959
5572	P11229
17753820	P62136
691952	P61925
5742673	Q4U2R8
441074	Q9Y257
221493	P51161
4999	A8MPY1
65258	Q92731
71158	Q12879
11840917	P27487
5839	P15538
70678542	Q9Y4U1
47811	P18089
64689	P35247
1758	P00918
3007	P13945
4199	P41595
5284549	P08684
3562	Q8TCU5
5280343	P10632
5281037	P11712
4506	O14764
657041	O95749
2294	Q13002
702	Q02928
3016	A8MPY1
9887303	P13631
3821	P41595
5284373	P10632
3151	P24462
4585	Q99928
11954293	P08588
447649	P24941
5329102	P24462
6137	Q99707
65103	P15531
5311000	P08684
3823	P08686
11434515	P20309
5405	P20309
4506	P08684
9817550	P24941
5881	P24462
10113978	P05230
30323	P20815
37393	P08684
60149	Q12809
124886	Q16775
387447	Q99460
3054	P11509
5284627	P22748
2803	P10635
46936829	P08246
69602	Q16769
11519070	P11229
77993	P33261
3394	P22309
2118	P18505
54841	P08684
3036505	P08684
11954293	P08684
5488548	P41143
11281011	Q9UBS5
4828	P28222
11154555	P35462
5472	P05177
2765	P08913
445825	P11217
445319	P29474
219104	Q16881
2375	P08684
667468	P11712
44591583	Q08493
750	O60391
46937157	P11217
445344	P11310
3261	P14867
2733526	P11511
831616	P56817
444789	P08254
5289428	P43235
3085218	P08913
4601	O15399
61996	P35372
4913	P10635
4887	P12724
1808	P52961
227	P14920
44462678	Q16877
26987	P10635
2761	P08172
33032	Q9UDR5
447531	P12931
1549008	P05177
3385	P42898
42627296	Q15596
3333	P11712
119182	P27707
5359476	O15111
261004	P28482
53232	P10635
11963622	P16066
4369141	P08254
1103	Q9NWM0
6852201	P20248
16750094	P00519
12035	O14920
2811	P28472
9924495	P20815
969472	P30536
28417	P03372
10072851	P14780
10976469	P31949
644013	P01859
5281077	P48169
25183872	P10635
26879	P10696
5538	P33260
10909430	P01023
23645578	P24941
5193	P36544
439153	P12268
131675359	P00338
2206	P05177
439153	Q06278
3312	P28702
5504	P35348
5362422	P39900
5281855	P07451
5359476	P23219
6323375	P00813
24864079	P24941
68841	P29508
46870043	Q15596
5440	P21728
5734	O43570
2170	P11229
3964	P28566
9571004	P20815
1051	O94903
44462678	P08069
5281078	Q9HAW7
2478	P09210
259331	P03372
5961	O43548
444215	P00326
54670067	P13674
5994	P05093
124087	P35367
447732	P00749
11005	P62942
14985	P17252
8982	P05177
8631	P25101
62867	P10635
4162	P28472
2812	P20813
5870	Q02928
9820034	P00734
34755	P05181
8977	P21980
16122582	P00918
702	Q05901
5284627	P08684
216239	P05177
447522	P12931
72258	Q16706
8977	Q15382
131704295	P49146
30668	P08913
9677	P10275
2153	P27815
8977	P11488
4192	P47870
643975	P55789
6128	P14060
985	P50897
15942713	P18825
40428878	P06730
54670067	Q9UHI7
441314	P04746
1433	P29475
387447	P28074
2441	O00591
448055	Q08499
4236	P11712
11450633	P10635
9927355	P03372
447364	P01857
5287541	P00918
71360	P21728
25138294	P36897
667468	P25100
5509	P23219
4184	P34969
13342	P23258
854026	P22303
5284513	P19793
2802	Q99928
5327097	P24941
5756	Q92731
5391	P78334
311	P14174
24905144	P48736
4585	P14867
4754	P08684
441314	P10253
5362436	P28223
10607	P11388
5494425	P23458
5568	P11229
57515973	P20815
6230	P08684
124886	P10620
5330197	P54760
2726	P21918
24776445	P11712
21772	P35367
2170	P35348
439153	P08319
121892	O60656
5957	P36896
115237	P20815
2712	O00591
9549225	Q15788
4939	P22303
54746	P28221
199	Q00975
6005	P08913
6726	P49888
5288598	P42262
10101	P23219
5287703	P15559
3542	P17612
17754078	P07477
53359	O60218
108150	P08684
439260	P35348
4601	P20813
439530	P62829
3312	P13631
146570	Q01959
750	Q14032
3964	P14416
65016	P33261
6172	Q15822
5355	P14416
444590	P62942
2352168	Q16539
449575	O75390
2244	P54619
10286159	P03372
3000715	P31644
5288878	P42574
2733526	P11712
447960	P24941
644073	P33261
25181321	P49841
64139	P33261
24748051	P56817
5281077	P18505
8223	P08913
57525501	P48163
5833	O43497
9547945	P07477
656652	Q14432
4585	P08913
40428878	P06731
60795	P08684
446157	P08684
2968	P06276
2726	P05177
2733526	P41743
9933475	P35968
439153	O14561
3312	O43174
5560	P22748
4893	Q9H252
23663404	P43119
448601	P30874
60795	P35368
1836	P08254
3114	Q9NZV8
5961	P49915
5288033	Q9UDW1
656910	P29474
8977	P84077
2767	P04731
3325	P33261
92337	Q9Y6K9
7697	P06276
5355	P06276
151171	P30518
679	P33261
7405	Q03403
6915744	P05177
4086	P07550
71360	P34969
46937127	P11086
24826799	Q02763
5245	P14324
657141	P11217
794323	P52732
9867609	P00734
16678941	P20813
132302	Q00796
5391	P20813
6057	P07101
60823	P20813
44224261	P53779
2170	P41595
439153	P49821
4506	P35498
